ID,Publication type,Reporting date 1,Reporting date 2,Abstract OR Description (English),Date of acceptance,Addresses,Altmetric attention score,File(s) confidential,Associated identifiers,Author's licence,Authors OR Creators / Principal investigators OR Author,Associated URL OR Author URL,Collections,Confidential,File(s) confidentiality reason,DOI,Edition,Editors OR Supervisors,eISSN,File(s) embargo release date,External identifiers,Field citation ratio,Date submitted,Conference finish date OR Finish date OR End date,Funding acknowledgements,Data availability statement present,ISBN-10,ISBN-13,Is compliant with institutional policy,File(s) embargoed,Open access,ISSN,Issue,Journal OR Published proceedings,Keywords,Language,Country OR Conference place OR Location,Medium,Name of conference OR Presented at,Notes,Article number OR Chapter number,Number of chapters in book OR Number of pieces,OA location file version,OA location URL,Online publication date,Open access status,Pagination (start page),Pagination (end page),Pagination (page count),Preprint server OR Book title OR Repository,PII,Place of publication,Preprint for,Publication date,Status,Public URL,Publisher,Publisher licence,Publisher URL,Record created at source,Record made publicly available,Relative citation ratio,Availability,Series,Conference start date OR Start date,Thesis type,Title OR Title (English),Sub types,Version,Volume,Abstract (English),Abstract (Swedish),Description (Swedish),Alternate title,Sub type,Author name when published,Publication URL of author version,Brief summary (English),Brief summary (Swedish),Sub type,Contributors,Co-supervisors,Data contain other protected information,Data contain personal data,Data format,Licence,Defence date,Rights,Handle (PID),Has KI contributor OR Is KI thesis,KI department,KI department,KI OA type,KI research group,Language,Level of accessibility,Number of individuals / objects,Number of variables,Peer reviewed,Population (English),Population (Swedish),Genre,Related identifiers,Version in KI Open Archive,Study design,Main supervisor,Number of supporting papers,Thesis type,Title (Swedish),Web of Science accession number,Citation count,Indexed in DOAJ,DOAJ CC Licence,Files in KI Open Archive,KI Open Archive public URL,Deposited to KI Open Archive,Item status in KI Open Archive,Proprietary ID,Source,Canonical journal title
458964,Journal article,18/09/2021,,"BACKGROUND: Cognitive ability and socioeconomic background (SEB) have been previously identified as determinants of achieved level of education. According to a ""discrimination hypothesis"", higher cognitive ability is required from those with lower SEB in order to achieve the same level of education as those with higher SEB. Support for this hypothesis has been claimed from the observation of a positive association between SEB and achieved level of education when adjusting for cognitive ability. We propose a competing hypothesis that the observed association is due to residual confounding. METHODS: To adjudicate between the discrimination and the residual confounding hypotheses, data from the 1997 National Longitudinal Survey of Youth (NLSY97, N = 8984) was utilized, including a check of the logic where we switched predictor and outcome variables. RESULTS: The expected positive association between SEB and achieved level of education when adjusting for cognitive ability (predicted by both hypotheses) was found, but a positive association between cognitive ability and SEB when adjusting for level of education (predicted only by the residual confounding hypothesis) was also observed. CONCLUSIONS: These results highlight the potential use of reversing predictors and outcomes to test the logic of hypothesis testing, and support a residual confounding hypothesis over a discrimination hypothesis in explaining associations between SEB, cognitive ability, and educational outcome.",2021-09-13,,,,,,"Sorjonen K, Falkstedt D, Wallin AS, Melin B, Nilsonne G",https://www.ncbi.nlm.nih.gov/pubmed/34537086,,,,10.1186/s40359-021-00653-z,,,2050-7283,,pmc:PMC8449433,,,,,,,,,,,,1,BMC Psychol,"Cognitive ability, Discrimination, Education, Residual confounding, Socioeconomic background, Switching predictors and outcomes, Adolescent, Cognition, Educational Status, Humans, Longitudinal Studies",eng,England,,,,,,,,,,145,,,,10.1186/s40359-021-00653-z,,,2021-09-18,Published online,,,,,,2021-09-21,,,,,,"Dangers of residual confounding: a cautionary tale featuring cognitive ability, socioeconomic background, and education.",Journal Article,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"CC BY, CC0",0,,No,Not deposited,34537086,PubMed,BMC PSYCHOLOGY
458964,Journal article,18/09/2021,,"<h4>Background</h4>Cognitive ability and socioeconomic background (SEB) have been previously identified as determinants of achieved level of education. According to a ""discrimination hypothesis"", higher cognitive ability is required from those with lower SEB in order to achieve the same level of education as those with higher SEB. Support for this hypothesis has been claimed from the observation of a positive association between SEB and achieved level of education when adjusting for cognitive ability. We propose a competing hypothesis that the observed association is due to residual confounding.<h4>Methods</h4>To adjudicate between the discrimination and the residual confounding hypotheses, data from the 1997 National Longitudinal Survey of Youth (NLSY97, N = 8984) was utilized, including a check of the logic where we switched predictor and outcome variables.<h4>Results</h4>The expected positive association between SEB and achieved level of education when adjusting for cognitive ability (predicted by both hypotheses) was found, but a positive association between cognitive ability and SEB when adjusting for level of education (predicted only by the residual confounding hypothesis) was also observed.<h4>Conclusions</h4>These results highlight the potential use of reversing predictors and outcomes to test the logic of hypothesis testing, and support a residual confounding hypothesis over a discrimination hypothesis in explaining associations between SEB, cognitive ability, and educational outcome.",,"Division of Psychology, Department of Clinical Neuroscience, Karolinska Institutet, 171 77, Stockholm, Sweden. kimmo.sorjonen@ki.se.",,,,,"Sorjonen K, Falkstedt D, Wallin AS, Melin B, Nilsonne G",,,,,10.1186/s40359-021-00653-z,,,2050-7283,,"pubmed:34537086, pmc:PMC8449433",,,,Karolinska Institute,,,,,,Yes,2050-7283,1,BMC psychology,"Humans, Longitudinal Studies, Cognition, Adolescent, Educational Status",eng,,Electronic,,,,,,,2021-09-18,Open Access,145,,,,,,,2021-09,Published,,,CC BY,,2021-09-19,,,,,,,"Dangers of residual confounding: a cautionary tale featuring cognitive ability, socioeconomic background, and education.","research-article, Journal Article",,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"CC BY, CC0",0,,No,Not deposited,MED:34537086,Europe PubMed Central,BMC PSYCHOLOGY
458964,Journal article,18/09/2021,,,,,,,,,"Sorjonen K, Falkstedt D, Wallin AS, Melin B, Nilsonne G",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=kielementsprod&SrcAuth=WosAPI&KeyUT=WOS:000697066500001&DestLinkType=FullRecord&DestApp=WOS_CPL,,,,10.1186/s40359-021-00653-z,,,2050-7283,,pubmed:34537086,,,,,,,,,,,,1,BMC PSYCHOLOGY,"Cognitive ability, Discrimination, Education, Residual confounding, Socioeconomic background, Switching predictors and outcomes",,,,,,145,,,,,,,,7,,,,,2021-09-18,Published,,,,,,,,,,,,"Dangers of residual confounding: a cautionary tale featuring cognitive ability, socioeconomic background, and education",Article,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"CC BY, CC0",0,,No,Not deposited,WOS:000697066500001,Web of Science (Starter),BMC PSYCHOLOGY
458964,Journal article,18/09/2021,,"BackgroundCognitive ability and socioeconomic background (SEB) have been previously identified as determinants of achieved level of education. According to a “discrimination hypothesis”, higher cognitive ability is required from those with lower SEB in order to achieve the same level of education as those with higher SEB. Support for this hypothesis has been claimed from the observation of a positive association between SEB and achieved level of education when adjusting for cognitive ability. We propose a competing hypothesis that the observed association is due to residual confounding.
MethodsTo adjudicate between the discrimination and the residual confounding hypotheses, data from the 1997 National Longitudinal Survey of Youth (NLSY97, N = 8984) was utilized, including a check of the logic where we switched predictor and outcome variables.ResultsThe expected positive association between SEB and achieved level of education when adjusting for cognitive ability (predicted by both hypotheses) was found, but a positive association between cognitive ability and SEB when adjusting for level of education (predicted only by the residual confounding hypothesis) was also observed.ConclusionsThese results highlight the potential use of reversing predictors and outcomes to test the logic of hypothesis testing, and support a residual confounding hypothesis over a discrimination hypothesis in explaining associations between SEB, cognitive ability, and educational outcome.",,,1,,,,"Sorjonen K, Falkstedt D, Wallin AS, Melin B, Nilsonne G",,,,,10.1186/s40359-021-00653-z,,,,,"pubmed:34537086, pmc:PMC8449433",2.69,,,Karolinska Institutet,,,,,,,2050-7283,1,BMC Psychology,"5202 Biological Psychology, 52 Psychology, Behavioral and Social Science, Basic Behavioral and Social Science, 4 Quality Education, Adolescent, Cognition, Educational Status, Humans, Longitudinal Studies",,,,,,,,,,2021-09-18,Gold OA,145,,,,,,,2021-12,,,Springer Nature,,,2021-09-19,,0.75,,,,,"Dangers of residual confounding: a cautionary tale featuring cognitive ability, socioeconomic background, and education",,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"CC BY, CC0",0,,No,Not deposited,pub.1141222109,Dimensions,BMC PSYCHOLOGY
458964,Journal article,18/09/2021,,"<jats:title>Abstract</jats:title>
                  <jats:sec>
                    <jats:title>Background</jats:title>
                    <jats:p>Cognitive ability and socioeconomic background (SEB) have been previously identified as determinants of achieved level of education. According to a “discrimination hypothesis”, higher cognitive ability is required from those with lower SEB in order to achieve the same level of education as those with higher SEB. Support for this hypothesis has been claimed from the observation of a positive association between SEB and achieved level of education when adjusting for cognitive ability. We propose a competing hypothesis that the observed association is due to residual confounding.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Methods</jats:title>
                    <jats:p>
                      To adjudicate between the discrimination and the residual confounding hypotheses, data from the 1997 National Longitudinal Survey of Youth (NLSY97,
                      <jats:italic>N</jats:italic>
                       = 8984) was utilized, including a check of the logic where we switched predictor and outcome variables.
                    </jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Results</jats:title>
                    <jats:p>The expected positive association between SEB and achieved level of education when adjusting for cognitive ability (predicted by both hypotheses) was found, but a positive association between cognitive ability and SEB when adjusting for level of education (predicted only by the residual confounding hypothesis) was also observed.</jats:p>
                  </jats:sec>
                  <jats:sec>
                    <jats:title>Conclusions</jats:title>
                    <jats:p>These results highlight the potential use of reversing predictors and outcomes to test the logic of hypothesis testing, and support a residual confounding hypothesis over a discrimination hypothesis in explaining associations between SEB, cognitive ability, and educational outcome.</jats:p>
                  </jats:sec>",,,,,,,"Sorjonen K, Falkstedt D, Wallin AS, Melin B, Nilsonne G",,,,,10.1186/s40359-021-00653-z,,,2050-7283,,,,,,,,,,,,,,1,BMC Psychology,,en,,,,,145,,,,2021-09-18,,,,,,,,,2021-12,Published,,Springer Science and Business Media LLC,,https://doi.org/10.1186/s40359-021-00653-z,2021-09-18,,,,,,,"Dangers of residual confounding: a cautionary tale featuring cognitive ability, socioeconomic background, and education",,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,"CC BY, CC0",0,,No,Not deposited,10.1186/s40359-021-00653-z,Crossref,BMC PSYCHOLOGY
458964,Journal article,18/09/2021,,,,"Karolinska Institutet, Sweden, Stockholm University, Sweden",,,,,"Sörberg A, Melin B, Falkstedt D, Nilsonne G, Sorjonen K",https://www.ncbi.nlm.nih.gov/pubmed/34537086,,,,,,,,,pubmed:34537086,,,,,,,,,,,,,,"Psychiatry, Public Health, Global Health and Social Medicine, Cognition, Department of Clinical Neuroscience (CNS), Department of Global Public Health (GPH), Institute of Environmental Medicine (IMM)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Article,,,,,,,,,,,,,,,Yes,,,Gold,,,,,,Peer reviewed,,,,,,,,,,,WOS:000697066500001,,Yes,"CC BY, CC0",0,,No,Not deposited,147626927,KI Bibliometrics,BMC PSYCHOLOGY
676791,Preprint,27/08/2021,,"<p>Latent change score modelling is a version of structural equation modelling for measuring change between measurements. It seems quite common to regress change on the initial value included in the calculation of the change score (i.e. ΔY (= Y2 – Y1) is regressed on Y1). However, similarly as in simpler regression analyses, this procedure may make findings susceptible to the influence of regression to the mean. This suspicion was verified in the present simulations. An empirical application, including re-analyses of previously published data, indicated that previously claimed reciprocal promoting effects of vocabulary and matrix reasoning on each other’s longitudinal development may actually be due to regression to the mean. Researchers are recommended not to regress change on the initial value included in the calculation of the change score when employing latent change score modelling, or at least to verify findings with analyses omitting this parameter.</p>",,,1,,,,"Sorjonen K, Nilsonne G, Melin B",,,,,10.31234/osf.io/2sxja,,,,,,2.32,,,,,,,,,,,,,"49 Mathematical Sciences, 4905 Statistics, 52 Psychology",,,,,,,,,,2021-08-27,Green OA,,,,PsyArXiv,,,doi:10.1016/j.heliyon.2023.e15746,,,,Center for Open Science,,,2021-08-30,,,,,,,Dangers of including outcome at baseline as a covariate in latent change score models,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No,Not deposited,pub.1140729476,Dimensions,
676791,Preprint,27/08/2021,,"<p>Latent change score modelling is a version of structural equation modelling for measuring change between measurements. It seems quite common to regress change on the initial value included in the calculation of the change score (i.e. ΔY (= Y2 – Y1) is regressed on Y1). However, similarly as in simpler regression analyses, this procedure may make findings susceptible to the influence of regression to the mean. This suspicion was verified in the present simulations. An empirical application, including re-analyses of previously published data, indicated that previously claimed reciprocal promoting effects of vocabulary and matrix reasoning on each other’s longitudinal development may actually be due to regression to the mean. Researchers are recommended not to regress change on the initial value included in the calculation of the change score when employing latent change score modelling, or at least to verify findings with analyses omitting this parameter.</p>",,,,,,,"Sorjonen K, Nilsonne G, Melin B",,,,,10.31234/osf.io/2sxja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center for Open Science,,,crossref-article-id:10.1016/j.heliyon.2023.e15746,2021-08-27,Published,,,,https://doi.org/10.31234/osf.io/2sxja,2025-12-01,,,,,,,Dangers of including outcome at baseline as a covariate in latent change score models,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No,Not deposited,10.31234/osf.io/2sxja,Crossref,
676792,Preprint,20/08/2021,,"<p>The effect of higher education on intelligence has been examined through analyses of longitudinal data. Such studies typically have found a positive effect on the order of 1 IQ point per year of higher education in analyses where pre-education intelligence was included as a covariate. Unfortunately, this statistical technique is known to yield positively biased results if the covariate has measurement errors and is correlated with the predictor. At the same time, a negative bias arises if the intelligence measure after higher education has a ceiling effect, as in data from the 1970 British Cohort Study that were used in a recent study on the effect of higher education. Here, we develop a method that combines mathematical analysis and simulations to account for both aspects of limited reliability of intelligence measures. When we apply this method in a reanalysis of the data from the 1970 British Cohort Study, we find that the estimated effect of higher education is reduced to 0.4 IQ points per year. We also find that the effect of higher education appears to be somewhat larger in the first two years of higher education, consistent with diminishing marginal cognitive benefits of education.</p>",,,4,,,,"Eriksson K, Sorjonen K, Falkstedt D, Melin B, Nilsonne G",,,,,10.31234/osf.io/xajz8,,,,,,0,,,,,,,,,,,,,"5202 Biological Psychology, 3902 Education Policy, Sociology and Philosophy, 39 Education, 52 Psychology, Bioengineering, 4 Quality Education",,,,,,,,,,2021-08-20,Green OA,,,,PsyArXiv,,,doi:10.1098/rsos.230513,,,,Center for Open Science,,,2021-08-21,,,,,,,A formal model accounting for measurement reliability shows attenuated effect of higher education on intelligence in longitudinal data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No,Not deposited,pub.1140564939,Dimensions,
676792,Preprint,20/08/2021,,"<p>The effect of higher education on intelligence has been examined through analyses of longitudinal data. Such studies typically have found a positive effect on the order of 1 IQ point per year of higher education in analyses where pre-education intelligence was included as a covariate. Unfortunately, this statistical technique is known to yield positively biased results if the covariate has measurement errors and is correlated with the predictor. At the same time, a negative bias arises if the intelligence measure after higher education has a ceiling effect, as in data from the 1970 British Cohort Study that were used in a recent study on the effect of higher education. Here, we develop a method that combines mathematical analysis and simulations to account for both aspects of limited reliability of intelligence measures. When we apply this method in a reanalysis of the data from the 1970 British Cohort Study, we find that the estimated effect of higher education is reduced to 0.4 IQ points per year. We also find that the effect of higher education appears to be somewhat larger in the first two years of higher education, consistent with diminishing marginal cognitive benefits of education.</p>",,,,,,,"Eriksson K, Sorjonen K, Falkstedt D, Melin B, Nilsonne G",,,,,10.31234/osf.io/xajz8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Center for Open Science,,,crossref-article-id:10.1098/rsos.230513,2021-08-20,Published,,,,https://doi.org/10.31234/osf.io/xajz8,2025-12-02,,,,,,,A formal model accounting for measurement reliability shows attenuated effect of higher education on intelligence in longitudinal data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,No,Not deposited,10.31234/osf.io/xajz8,Crossref,
460066,Journal article,01/08/2021,,"The COVID-19 pandemic has increased negative emotions and decreased positive emotions globally. Left unchecked, these emotional changes might have a wide array of adverse impacts. To reduce negative emotions and increase positive emotions, we tested the effectiveness of reappraisal, an emotion-regulation strategy that modifies how one thinks about a situation. Participants from 87 countries and regions (n = 21,644) were randomly assigned to one of two brief reappraisal interventions (reconstrual or repurposing) or one of two control conditions (active or passive). Results revealed that both reappraisal interventions (vesus both control conditions) consistently reduced negative emotions and increased positive emotions across different measures. Reconstrual and repurposing interventions had similar effects. Importantly, planned exploratory analyses indicated that reappraisal interventions did not reduce intentions to practice preventive health behaviours. The findings demonstrate the viability of creating scalable, low-cost interventions for use around the world. PROTOCOL REGISTRATION: The stage 1 protocol for this Registered Report was accepted in principle on 12 May 2020. The protocol, as accepted by the journal, can be found at https://doi.org/10.6084/m9.figshare.c.4878591.v1.",2021-06-28,,,,,,"Wang K, Goldenberg A, Dorison CA, Miller JK, Uusberg A, Lerner JS, Gross JJ, Agesin BB, Bernardo M, Campos O, Eudave L, Grzech K, Ozery DH, Jackson EA, Garcia EOL, Drexler SM, Jurković AP, Rana K, Wilson JP, Antoniadi M, Desai K, Gialitaki Z, Kushnir E, Nadif K, Bravo ON, Nauman R, Oosterlinck M, Pantazi M, Pilecka N, Szabelska A, van Steenkiste IMM, Filip K, Bozdoc AI, Marcu GM, Agadullina E, Adamkovič M, Roczniewska M, Reyna C, Kassianos AP, Westerlund M, Ahlgren L, Pöntinen S, Adetula GA, Dursun P, Arinze AI, Arinze NC, Ogbonnaya CE, Ndukaihe ILG, Dalgar I, Akkas H, Macapagal PM, Lewis S, Metin-Orta I, Foroni F, Willis M, Santos AC, Mokady A, Reggev N, Kurfali MA, Vasilev MR, Nock NL, Parzuchowski M, Espinoza Barría MF, Vranka M, Kohlová MB, Ropovik I, Harutyunyan M, Wang C, Yao E, Becker M, Manunta E, Kaminski G, Boudesseu J, Marko D, Evans K, Lewis DMG, Findor A, Landry AT, Aruta JJB, Ortiz MS, Vally Z, Pronizius E, Voracek M, Lamm C, Grinberg M, Li R, Valentova JV, Mioni G, Cellini N, Chen S-C, Zickfeld J, Moon K, Azab H, Levy N, Karababa A, Beaudry JL, Boucher L, Collins WM, Todsen AL, van Schie K, Vintr J, Bavolar J, Kaliska L, Križanić V, Samojlenko L, Pourafshari R, Geiger SJ, Beitner J, Warmelink L, Ross RM, Stephen ID, Hostler TJ, Azouaghe S, McCarthy R, Szala A, Grano C, Solorzano CS, Anjum G, Jimenez-Leal W, Bradford M, Pérez LC, Cruz Vásquez JE, Galindo-Caballero OJ, Vargas-Nieto JC, Kácha O, Arvanitis A, Xiao Q, Cárcamo R, Zorjan S, Tajchman Z, Vilares I, Pavlacic JM, Kunst JR, Tamnes CK, von Bastian CC, Atari M, Sharifian M, Hricova M, Kačmár P, Schrötter J, Rahal R-M, Cohen N, FatahModares S, Zrimsek M, Zakharov I, Koehn MA, Esteban-Serna C, Calin-Jageman RJ, Krafnick AJ, Štrukelj E, Isager PM, Urban J, Silva JR, Martončik M, Očovaj SB, Šakan D, Kuzminska AO, Djordjevic JM, Almeida IAT, Ferreira A, Lazarevic LB, Manley H, Ricaurte DZ, Monteiro RP, Etabari Z, Musser E, Dunleavy D, Chou W, Godbersen H, Ruiz-Fernández S, Reeck C, Batres C, Kirgizova K, Muminov A, Azevedo F, Alvarez DS, Butt MM, Lee JM, Chen Z, Verbruggen F, Ziano I, Tümer M, Charyate ACA, Dubrov D, Tejada Rivera MDCMC, Aberson C, Pálfi B, Maldonado MA, Hubena B, Sacakli A, Ceary CD, Richard KL, Singer G, Perillo JT, Ballantyne T, Cyrus-Lai W, Fedotov M, Du H, Wielgus M, Pit IL, Hruška M, Sousa D, Aczel B, Hajdu N, Szaszi B, Adamus S, Barzykowski K, Micheli L, Schmidt N-D, Zsido AN, Paruzel-Czachura M, Muda R, Bialek M, Kowal M, Sorokowska A, Misiak M, Mola D, Ortiz MV, Correa PS, Belaus A, Muchembled F, Ribeiro RR, Arriaga P, Oliveira R, Vaughn LA, Szwed P, Kossowska M, Czarnek G, Kielińska J, Antazo B, Betlehem R, Stieger S, Nilsonne G, Simonovic N, Taber J, Gourdon-Kanhukamwe A, Domurat A, Ihaya K, Yamada Y, Urooj A, Gill T, Čadek M, Bylinina L, Messerschmidt J, Kurfalı M, Adetula A, Baklanova E, Albayrak-Aydemir N, Kappes HB, Gjoneska B, House T, Jones MV, Berkessel JB, Chopik WJ, Çoksan S, Seehuus M, Khaoudi A, Bokkour A, El Arabi KA, Djamai I, Iyer A, Parashar N, Adiguzel A, Kocalar HE, Bundt C, Norton JO, Papadatou-Pastou M, De la Rosa-Gomez A, Ankushev V, Bogatyreva N, Grigoryev D, Ivanov A, Prusova I, Romanova M, Sarieva I, Terskova M, Hristova E, Kadreva VH, Janak A, Schei V, Sverdrup TE, Askelund AD, Pineda LMS, Krupić D, Levitan CA, Johannes N, Ouherrou N, Say N, Sinkolova S, Janjić K, Stojanovska M, Stojanovska D, Khosla M, Thomas AG, Kung FYH, Bijlstra G, Mosannenzadeh F, Balci BB, Reips U-D, Baskin E, Ishkhanyan B, Czamanski-Cohen J, Dixson BJW, Moreau D, Sutherland CAM, Chuan-Peng H, Noone C, Flowe H, Anne M, Janssen SMJ, Topor M, Majeed NM, Kunisato Y, Yu K, Daches S, Hartanto A, Vdovic M, Anton-Boicuk L, Forbes PAG, Kamburidis J, Marinova E, Nedelcheva-Datsova M, Rachev NR, Stoyanova A, Schmidt K, Suchow JW, Koptjevskaja-Tamm M, Jernsäther T, Olofsson JK, Bialobrzeska O, Marszalek M, Tatachari S, Afhami R, Law W, Antfolk J, Žuro B, Van Doren N, Soto JA, Searston R, Miranda J, Damnjanović K, Yeung SK, Krupić D, Hoyer K, Jaeger B, Ren D, Pfuhl G, Klevjer K, Corral-Frías NS, Frias-Armenta M, Lucas MY, Torres AO, Toro M, Delgado LGJ, Vega D, Solas SÁ, Vilar R, Massoni S, Frizzo T, Bran A, Vaidis DC, Vieira L, Paris B, Capizzi M, Coelho GLDH, Greenburgh A, Whitt CM, Tullett AM, Du X, Volz L, Bosma MJ, Karaarslan C, Sarıoğuz E, Allred TB, Korbmacher M, Colloff MF, Lima TJS, Ribeiro MFF, Verharen JPH, Karekla M, Karashiali C, Sunami N, Jaremka LM, Storage D, Habib S, Studzinska A, Hanel PHP, Holford DL, Sirota M, Wolfe K, Chiu F, Theodoropoulou A, Ahn ER, Lin Y, Westgate EC, Brohmer H, Hofer G, Dujols O, Vezirian K, Feldman G, Travaglino GA, Ahmed A, Li M, Bosch J, Torunsky N, Bai H, Manavalan M, Song X, Walczak RB, Zdybek P, Friedemann M, Rosa AD, Kozma L, Alves SG, Lins S, Pinto IR, Correia RC, Babinčák P, Banik G, Rojas-Berscia LM, Varella MAC, Uttley J, Beshears JE, Thommesen KK, Behzadnia B, Geniole SN, Silan MA, Maturan PLG, Vilsmeier JK, Tran US, Izquierdo SM, Mensink MC, Sorokowski P, Groyecka-Bernard A, Radtke T, Adoric VC, Carpentier J, Özdoğru AA, Joy-Gaba JA, Hedgebeth MV, Ishii T, Wichman AL, Röer JP, Ostermann T, Davis WE, Suter L, Papachristopoulos K, Zabel C, Onie S, Ebersole CR, Chartier CR, Mallik PR, Urry HL, Buchanan EM, Coles NA, Primbs MA, Basnight-Brown DM, IJzerman H, Forscher PS, Moshontz H",https://www.ncbi.nlm.nih.gov/pubmed/34341554,,,,10.1038/s41562-021-01173-x,,,2397-3374,,"nihms:NIHMS1764391, pmc:PMC8742248",,,,"Austrian Science Fund FWF, NIMH NIH HHS, NCI NIH HHS, NIMH NIH HHS",,,,,,,,8,Nat Hum Behav,"Adult, COVID-19, Emotional Regulation, Emotions, Female, Humans, Male",eng,England,,,,,,,,,,1089,1110,,,10.1038/s41562-021-01173-x,,,2021-08,Published,,,,,,2021-08-27,,,,,,A multi-country test of brief reappraisal interventions on emotions during the COVID-19 pandemic.,"Journal Article, Research Support, N.I.H., Extramural, Research Support, Non-U.S. Gov't, Research Support, U.S. Gov't, Non-P.H.S.",,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,0,,No,Not deposited,34341554,PubMed,NATURE HUMAN BEHAVIOUR
460066,Journal article,01/08/2021,,"The COVID-19 pandemic has increased negative emotions and decreased positive emotions globally. Left unchecked, these emotional changes might have a wide array of adverse impacts. To reduce negative emotions and increase positive emotions, we tested the effectiveness of reappraisal, an emotion-regulation strategy that modifies how one thinks about a situation. Participants from 87 countries and regions (n = 21,644) were randomly assigned to one of two brief reappraisal interventions (reconstrual or repurposing) or one of two control conditions (active or passive). Results revealed that both reappraisal interventions (vesus both control conditions) consistently reduced negative emotions and increased positive emotions across different measures. Reconstrual and repurposing interventions had similar effects. Importantly, planned exploratory analyses indicated that reappraisal interventions did not reduce intentions to practice preventive health behaviours. The findings demonstrate the viability of creating scalable, low-cost interventions for use around the world. PROTOCOL REGISTRATION: The stage 1 protocol for this Registered Report was accepted in principle on 12 May 2020. The protocol, as accepted by the journal, can be found at https://doi.org/10.6084/m9.figshare.c.4878591.v1.",,"Harvard Kennedy School, Harvard University, Cambridge, MA, USA.",,,,,"Wang K, Goldenberg A, Dorison CA, Miller JK, Uusberg A, Lerner JS, Gross JJ, Agesin BB, Bernardo M, Campos O",,,,,10.1038/s41562-021-01173-x,,,2397-3374,,"pubmed:34341554, pmc:PMC8742248",,,,"Austrian Science Fund FWF, NIMH NIH HHS, NIMH NIH HHS, NCI NIH HHS",,,,,,No,2397-3374,8,Nature human behaviour,"Humans, Emotions, Adult, Female, Male, Emotional Regulation, COVID-19",eng,,Print-Electronic,,,,,,,2021-08-02,,1089,1110,,,,,,2021-08,Published,,,,,2021-08-03,,,,,,,A multi-country test of brief reappraisal interventions on emotions during the COVID-19 pandemic.,"Research Support, Non-U.S. Gov't, research-article, Research Support, U.S. Gov't, Non-P.H.S., Journal Article, Research Support, N.I.H., Extramural",,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,0,,No,Not deposited,MED:34341554,Europe PubMed Central,NATURE HUMAN BEHAVIOUR
460066,Journal article,01/08/2021,,,,,,,,,"Wang K, Goldenberg A, Dorison CA, Miller JK, Uusberg A, Lerner JS, Gross JJ, Agesin BB, Bernardo M, Campos O",https://www.webofscience.com/api/gateway?GWVersion=2&SrcApp=kielementsprod&SrcAuth=WosAPI&KeyUT=WOS:000680374200002&DestLinkType=FullRecord&DestApp=WOS_CPL,,,,10.1038/s41562-021-01173-x,,,,,pubmed:34341554,,,,,,,,,,,2397-3374,8,NATURE HUMAN BEHAVIOUR,,,,,,,,,,,,,1089,+,25,,,,,2021-08,Published,,,,,,,,,,,,A multi-country test of brief reappraisal interventions on emotions during the COVID-19 pandemic,Article,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,0,,No,Not deposited,WOS:000680374200002,Web of Science (Starter),NATURE HUMAN BEHAVIOUR
